start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,user_language,consent,state,age,gender,education,ideology_general,household_size,sus_1,sus_2,sus_3,re_1,re_2,re_3,sev_1,sev_2,sev_3,se_1,se_2,se_3,mrr_1,mrr_2,mrr_3,rc_1,rc_2,rc_3,proto_caring,proto_informed,proto_dedicated,proto_pushy,proto_stubborn,proto_arrogant,proto_patriotic,proto_responsible,proto_similarity,willingness_1,willingness_2,att_1,att_2,att_3,att_4,att_5,att_6,sn_1,sn_2,sn_3,sn_4,sn_5,int_1,int_2,int_3,beh_1,beh_2,beh_3,feedback
2018-07-30 21:17:00,2018-07-30 21:22:16,0,100,315,1,2018-07-30 21:22:17,R_1OC8j0GwC6BDgsh,EN,1,31,30,1,3,2,1,1,5,1,2,1,2,1,1,1,1,4,2,5,5,5,5,5,5,NA,1,1,NA,NA,NA,NA,1,4,2,3,1,5,1,1,5,1,1,1,1,5,5,1,1,1,11,11,NA,NA
2018-07-30 21:19:01,2018-07-30 21:23:36,0,100,275,1,2018-07-30 21:23:38,R_3oHoeWOQNBAORi5,EN,1,31,28,1,3,0,1,1,5,1,4,2,2,1,1,1,1,5,1,5,5,4,5,4,5,1,1,NA,NA,NA,NA,NA,1,3,4,4,1,5,1,1,5,1,1,1,1,2,2,1,1,1,12,11,NA,NA
2018-07-30 21:20:49,2018-07-30 21:25:18,0,100,269,1,2018-07-30 21:25:19,R_4HmHg70KUndinaV,EN,1,49,37,1,3,4,2,1,5,1,1,2,2,1,1,1,4,4,3,1,5,1,5,3,4,NA,1,1,NA,NA,NA,NA,1,4,4,4,2,5,1,2,5,1,2,3,2,4,4,1,2,2,11,11,NA,NA
2018-07-30 21:25:15,2018-07-30 21:27:22,0,100,126,1,2018-07-30 21:27:23,R_vIB85kIqL7CfPnX,EN,1,17,29,1,5,6,1,2,3,2,3,3,2,3,3,3,4,2,4,4,3,1,2,2,3,NA,NA,1,NA,NA,1,NA,NA,3,2,2,2,4,2,3,3,2,3,2,3,3,3,4,3,3,11,11,NA,NA
2018-07-30 21:16:50,2018-07-30 21:28:36,0,100,706,1,2018-07-30 21:28:37,R_1otAzWugkhOPd0a,EN,1,21,29,1,4,6,2,2,1,5,3,4,3,5,5,5,3,2,4,4,4,1,1,2,2,1,1,NA,NA,NA,NA,NA,1,1,1,5,2,3,2,2,4,2,3,3,3,4,4,3,3,3,11,11,NA,NA
2018-07-30 21:26:25,2018-07-30 21:31:40,0,100,314,1,2018-07-30 21:31:41,R_2SvjX8inz2RXU0J,EN,1,17,66,1,5,5,2,3,1,5,2,3,3,3,5,5,3,1,3,5,5,1,3,3,3,1,1,NA,NA,NA,NA,1,1,5,2,3,1,5,1,1,5,1,1,1,1,3,3,2,2,2,12,11,NA,No comments.  Thank you.
2018-07-30 21:53:06,2018-07-30 21:56:51,0,100,224,1,2018-07-30 21:56:52,R_2CIGouvlC9oC6I1,EN,1,49,25,1,5,5,1,1,5,1,2,2,2,1,1,1,2,2,4,5,5,1,4,3,2,1,NA,1,NA,NA,NA,NA,1,1,1,1,2,5,2,2,4,2,3,3,3,5,5,2,2,2,11,11,NA,NA
2018-07-30 21:55:12,2018-07-30 21:58:56,0,100,223,1,2018-07-30 21:58:57,R_9B4Yp21CNLfszGV,EN,1,54,27,1,5,10,4,1,1,1,1,3,3,3,3,1,2,2,4,2,2,1,2,2,1,NA,1,1,NA,NA,1,NA,NA,1,2,1,4,4,3,2,2,3,1,1,2,1,1,2,1,2,10,10,10,IT IS VERY INTRESTING SURVEY
2018-07-30 21:54:18,2018-07-30 22:00:08,0,100,349,1,2018-07-30 22:00:09,R_3dY27n2PIPcHe0w,EN,1,21,42,2,5,3,4,2,4,2,3,3,3,2,2,2,3,3,3,4,4,4,3,3,3,NA,1,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,11,11,NA,None
2018-07-30 21:54:53,2018-07-30 22:01:39,0,100,406,1,2018-07-30 22:01:40,R_1IXjLcYRYh5rLBk,EN,1,43,28,2,2,9,5,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,5,3,5,1,5,5,1,5,1,1,1,2,1,1,1,2,1,10,10,10,this survey is very nice
2018-07-30 21:59:31,2018-07-30 22:03:49,0,100,257,1,2018-07-30 22:03:50,R_a5BzocbqFC2a9gd,EN,1,23,29,1,6,9,4,1,1,2,1,1,1,1,3,2,1,5,1,1,1,2,1,3,1,1,NA,1,NA,NA,NA,NA,1,4,5,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,10,10,5,NA
2018-07-30 22:02:49,2018-07-30 22:07:46,0,100,296,1,2018-07-30 22:07:47,R_1IzSaMaJhyaLWHw,EN,1,43,46,2,5,7,4,3,2,3,3,2,3,3,2,3,1,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,2,2,3,3,4,2,3,4,4,3,2,2,3,3,3,2,2,10,10,10,good
2018-07-30 22:00:05,2018-07-30 22:11:04,0,100,658,1,2018-07-30 22:11:04,R_XuGNNsdpfr20zo5,EN,1,34,23,1,2,5,1,3,3,4,1,4,2,3,4,3,3,2,4,4,4,3,4,3,2,1,1,1,NA,NA,NA,NA,1,3,1,1,2,4,2,2,4,2,3,3,3,3,3,4,4,4,11,11,NA,NA
2018-07-30 22:01:16,2018-07-30 22:13:24,0,100,728,1,2018-07-30 22:13:26,R_8IjjCOAIDRg22WZ,EN,1,15,26,1,6,7,3,3,3,4,2,1,1,5,5,1,2,2,2,1,1,3,2,1,1,1,1,1,NA,NA,NA,NA,1,4,4,3,1,5,1,1,5,1,1,1,1,1,2,1,1,1,10,10,7,NICE
2018-07-30 22:26:44,2018-07-30 22:30:38,0,100,234,1,2018-07-30 22:30:39,R_3GAGQVzAqRzTq6w,EN,1,46,26,2,3,2,3,1,5,1,2,1,2,1,1,2,4,1,3,5,5,1,2,1,5,1,1,1,NA,NA,NA,NA,1,4,3,2,1,5,1,1,5,1,1,1,1,5,5,2,2,3,12,11,NA,NA
2018-07-30 22:27:24,2018-07-30 22:31:50,0,100,265,1,2018-07-30 22:31:51,R_3PtrpRAfT3h6JZ1,EN,1,54,28,1,6,9,4,1,2,1,1,2,3,3,4,3,3,4,1,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,3,4,4,3,2,3,2,3,4,2,3,3,4,3,10,10,10,GOOD
2018-07-30 22:27:19,2018-07-30 22:33:11,0,100,352,1,2018-07-30 22:33:12,R_3ptDbkEFNV6C1eZ,EN,1,51,33,1,5,1,3,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,NA,NA,NA,1,1,1,1,NA,2,4,4,5,5,4,3,4,5,2,2,1,2,2,1,2,2,10,10,5,nice
2018-07-30 22:28:19,2018-07-30 22:33:35,0,100,315,1,2018-07-30 22:33:35,R_3pilCrkvdSWrzMu,EN,1,25,25,2,4,9,5,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,5,1,1,5,1,1,1,1,2,2,2,2,2,10,10,10,THIS SURVEY IS VERY NICE
2018-07-30 22:29:20,2018-07-30 22:34:19,0,100,298,1,2018-07-30 22:34:20,R_210wNWH6BG2Dc7T,EN,1,43,38,2,5,2,4,2,4,2,5,5,5,3,2,2,2,4,2,4,2,2,2,4,4,1,1,1,NA,NA,NA,NA,1,3,1,4,2,4,2,2,4,2,1,2,2,1,1,2,2,2,11,11,NA,NA
2018-07-30 22:26:52,2018-07-30 22:35:27,0,100,515,1,2018-07-30 22:35:28,R_1rHZATqWUsz3oVy,EN,1,54,27,1,5,4,4,1,3,1,2,4,5,2,2,5,3,2,2,2,2,3,1,2,5,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,1,5,5,1,1,1,5,3,1,2,1,2,1,2,10,10,NA,good
2018-07-30 22:33:44,2018-07-30 22:40:10,0,100,386,1,2018-07-30 22:40:11,R_3PjzLHcqPRCeU29,EN,1,54,31,1,5,2,1,1,5,1,5,4,4,1,1,1,2,2,4,5,5,4,2,4,2,NA,NA,1,1,NA,NA,NA,1,3,2,4,2,3,2,1,3,3,2,2,2,5,5,4,4,4,11,11,NA,NA
2018-07-30 22:27:02,2018-07-30 22:41:34,0,100,871,1,2018-07-30 22:41:34,R_337LxvCcMoxzWqn,EN,1,24,38,2,4,6,4,2,4,2,2,1,1,1,2,2,3,2,4,5,5,3,3,2,3,1,1,1,NA,NA,NA,NA,1,2,2,2,1,5,1,1,5,1,1,1,1,5,5,2,2,2,11,11,NA,NA
2018-07-30 22:43:50,2018-07-30 22:49:37,0,100,347,1,2018-07-30 22:49:38,R_ANIg3MZ7kb76Z4l,EN,1,32,65,1,6,2,1,4,4,4,4,4,4,3,2,3,4,1,4,4,4,4,2,2,2,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,4,2,2,4,2,3,3,3,4,4,4,4,4,12,11,NA,n/a
2018-07-30 23:00:35,2018-07-30 23:04:48,0,100,252,1,2018-07-30 23:04:49,R_2SIU8HDGPMn6gmq,EN,1,46,41,1,5,6,5,3,3,3,2,2,2,3,2,3,3,3,3,4,4,3,3,2,3,1,1,1,NA,NA,NA,NA,1,3,2,3,1,5,1,1,5,1,2,2,2,2,2,2,2,2,12,12,NA,none
2018-07-30 23:01:50,2018-07-30 23:04:53,0,100,183,1,2018-07-30 23:04:54,R_2ZCVjaj3tymyMAJ,EN,1,43,25,1,5,9,3,3,2,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,4,4,2,2,2,2,2,2,2,2,10,10,10,good
2018-07-30 23:01:22,2018-07-30 23:05:47,0,100,265,1,2018-07-30 23:05:49,R_33CmqmPuqnzoVto,EN,1,24,31,2,2,5,6,3,2,3,1,1,1,2,2,2,1,4,2,4,2,3,4,4,4,1,1,NA,NA,NA,NA,NA,1,2,2,3,1,5,1,1,5,1,1,1,1,3,3,1,1,2,11,11,NA,NA
2018-07-30 23:02:28,2018-07-30 23:07:56,0,100,328,1,2018-07-30 23:07:56,R_2qeKJ2otMWTHDEj,EN,1,43,32,1,5,1,1,1,5,1,3,2,3,1,2,2,2,4,3,5,5,2,3,2,4,1,1,NA,NA,NA,NA,NA,1,3,2,3,2,3,1,2,4,2,1,1,1,3,3,3,3,2,11,11,NA,NA
2018-07-30 23:01:34,2018-07-30 23:08:44,0,100,430,1,2018-07-30 23:08:45,R_donOWyrE4EWDKdr,EN,1,57,34,2,6,5,3,2,4,2,2,2,2,3,2,2,3,3,3,4,4,4,1,1,3,NA,1,1,NA,NA,NA,NA,1,2,2,3,2,4,2,2,4,2,3,3,3,5,5,3,3,3,11,11,NA,I have used green energy before and it was very expensive.
2018-07-30 23:07:33,2018-07-30 23:10:44,0,100,191,1,2018-07-30 23:10:45,R_2QSvMoAzPJgKfuw,EN,1,15,29,1,6,10,2,2,3,2,1,2,2,2,2,1,2,2,2,NA,3,3,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,5,1,1,5,1,3,3,3,2,2,2,2,2,10,10,10,NA
2018-07-30 23:07:11,2018-07-30 23:10:50,0,100,219,1,2018-07-30 23:10:51,R_1Eh8NFD2I85R1Ns,EN,1,49,36,2,2,9,6,4,2,3,2,2,2,2,2,4,2,4,2,5,4,1,3,2,3,1,1,NA,NA,NA,NA,NA,1,2,5,2,1,4,2,2,5,2,1,1,1,5,5,4,4,5,11,11,NA,NA
2018-07-30 23:07:35,2018-07-30 23:13:27,0,100,352,1,2018-07-30 23:13:28,R_31B03g4JO8Op2De,EN,1,15,31,1,6,8,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,5,1,1,5,1,4,3,2,1,1,2,2,2,10,10,10,NA
2018-07-30 23:14:00,2018-07-30 23:24:16,0,100,615,1,2018-07-30 23:24:16,R_ewYmd8n87xcr9fj,EN,1,15,29,1,6,9,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,5,1,1,5,1,2,1,1,1,2,3,2,1,10,11,NA,NA
2018-07-30 23:34:12,2018-07-30 23:36:17,0,100,124,1,2018-07-30 23:36:17,R_1rONBDqHjvsh4Ks,EN,1,20,24,1,3,10,1,2,3,4,4,3,2,2,3,4,2,2,3,2,3,4,4,2,3,NA,NA,1,1,1,NA,NA,1,3,3,4,3,3,2,2,4,3,4,2,3,3,2,2,2,3,11,11,NA,NA
2018-07-30 23:33:50,2018-07-30 23:37:03,0,100,192,1,2018-07-30 23:37:04,R_AuR863bwjJM3F2V,EN,1,49,39,2,5,1,1,1,5,2,4,2,2,1,1,2,4,1,2,5,5,1,2,4,2,1,1,1,NA,NA,NA,NA,1,3,4,2,1,5,1,1,5,1,1,1,1,2,2,4,4,4,11,11,NA,NA
2018-07-30 23:33:39,2018-07-30 23:37:09,0,100,209,1,2018-07-30 23:37:10,R_1FgF4RyQmwK0BsZ,EN,1,18,21,1,5,7,5,2,2,2,2,2,2,2,2,2,2,3,3,5,5,2,3,2,2,1,1,1,NA,NA,NA,NA,1,2,1,1,1,5,1,2,5,1,2,2,2,4,4,2,2,3,11,11,NA,NA
2018-07-30 23:33:31,2018-07-30 23:37:54,0,100,263,1,2018-07-30 23:37:55,R_1FkM9Hd4J58mBfO,EN,1,46,22,1,3,4,1,1,5,1,2,2,2,1,1,1,1,4,2,5,4,3,4,4,4,1,1,1,NA,NA,NA,NA,1,2,2,4,2,4,2,2,4,2,2,1,1,5,5,4,1,1,11,11,NA,NA
2018-07-30 23:34:27,2018-07-30 23:38:25,0,100,238,1,2018-07-30 23:38:26,R_3MunK1WATzbBKyt,EN,1,15,28,1,5,9,5,1,1,2,3,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,NA,1,NA,1,1,NA,2,1,1,4,5,4,4,4,4,1,1,1,2,1,2,1,2,10,10,10,"i happy to paartispate
we need green energy"
2018-07-30 23:36:03,2018-07-30 23:40:51,0,100,287,1,2018-07-30 23:40:51,R_1ZePAZEciqUjCj7,EN,1,25,27,2,5,3,2,1,5,1,1,1,1,1,1,2,1,4,2,4,5,2,3,2,4,1,1,NA,NA,NA,NA,NA,1,3,4,2,1,5,1,2,5,1,1,1,1,3,3,2,2,2,11,11,NA,NA
2018-07-30 23:35:51,2018-07-30 23:42:44,0,100,413,1,2018-07-30 23:42:45,R_2zBArIbFXSXlQbN,EN,1,29,40,2,3,10,3,5,1,5,5,5,5,5,5,5,3,1,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,5,3,4,2,2,4,2,3,3,3,5,5,5,5,5,11,11,NA,NA
2018-07-30 23:35:42,2018-07-30 23:43:47,0,100,485,1,2018-07-30 23:43:48,R_tGaNz7r3v7V9fHj,EN,1,29,21,1,3,4,1,2,5,2,4,3,4,1,1,2,1,4,2,5,5,2,4,1,4,NA,1,1,NA,NA,NA,NA,1,2,2,4,1,5,1,1,5,1,1,1,1,5,5,2,2,2,11,11,NA,NA
2018-07-30 23:34:45,2018-07-30 23:45:35,0,100,649,1,2018-07-30 23:45:35,R_3CWtux2bQfz3aw6,EN,1,15,33,1,5,5,1,5,5,4,3,4,5,2,5,5,1,1,4,5,3,3,1,1,4,1,1,NA,NA,NA,NA,NA,NA,2,3,5,5,4,2,3,3,3,2,3,5,1,3,2,1,2,11,10,NA,NA
2018-07-31 00:07:53,2018-07-31 00:11:02,0,100,188,1,2018-07-31 00:11:02,R_3e3vLVYFvraJSGv,EN,1,20,50,1,6,4,1,2,3,2,4,2,2,1,2,2,1,3,4,3,4,2,4,3,2,1,1,NA,NA,NA,NA,NA,1,2,2,2,1,4,1,2,5,1,1,1,1,3,2,3,3,4,11,11,NA,NA
2018-07-31 00:08:12,2018-07-31 00:11:44,0,100,212,1,2018-07-31 00:11:45,R_1Lbw1UJtVR8p2Zp,EN,1,54,28,2,5,3,1,1,5,1,4,4,4,1,1,1,4,2,4,5,5,5,2,2,2,1,1,1,NA,NA,NA,NA,1,3,2,2,1,5,1,1,5,1,1,1,1,4,2,2,2,2,11,11,NA,Thank you for letting me take part!
2018-07-31 00:09:25,2018-07-31 00:12:32,0,100,187,1,2018-07-31 00:12:33,R_vTcjQAJNmLR5T0Z,EN,1,15,23,2,5,7,4,2,1,3,1,2,3,1,1,3,1,2,2,1,1,2,1,1,1,NA,1,NA,NA,NA,NA,NA,1,2,3,3,2,1,1,2,4,2,3,2,1,2,2,1,2,2,10,10,10,NA
2018-07-31 00:11:01,2018-07-31 00:15:52,0,100,290,1,2018-07-31 00:15:56,R_2cjvOosx3aCc3JE,EN,1,49,34,1,5,5,1,2,4,2,2,2,2,2,1,2,4,2,5,4,5,2,2,2,2,NA,NA,1,NA,NA,NA,NA,1,2,3,2,2,4,2,2,4,2,2,3,2,4,5,3,3,4,11,11,NA,"If I really can get green power energy the way it worked in your example, where I simply pay a bit more a month to my electric company, I'd probably do it."
2018-07-31 00:12:58,2018-07-31 00:19:42,0,100,404,1,2018-07-31 00:19:43,R_2wgCru8r4J5QElu,EN,1,43,30,1,6,3,5,3,4,3,2,2,3,2,3,2,2,4,2,1,2,2,4,2,4,NA,NA,1,NA,NA,NA,NA,NA,4,4,3,1,5,4,2,4,1,2,2,2,2,2,1,1,2,10,10,10,nice
2018-07-31 00:16:57,2018-07-31 00:21:31,0,100,273,1,2018-07-31 00:21:31,R_1duxG60QK9P0yw8,EN,1,53,61,1,6,2,1,3,3,3,3,3,3,2,2,3,2,4,2,3,3,2,2,2,2,1,1,NA,NA,NA,NA,NA,1,2,4,2,2,4,2,2,4,2,2,3,2,2,2,2,2,2,10,11,NA,NA
2018-07-31 00:45:09,2018-07-31 00:51:34,0,100,385,1,2018-07-31 00:51:35,R_3inbVDT9WaYWyP4,EN,1,20,62,2,3,1,2,2,4,3,2,1,2,1,2,3,4,2,3,4,4,3,4,3,3,1,1,1,NA,NA,NA,NA,1,3,5,2,2,4,1,1,5,1,2,2,2,3,2,2,3,3,12,11,NA,Thank you for the opportunity to participate
2018-07-31 00:47:03,2018-07-31 00:54:56,0,100,472,1,2018-07-31 00:54:57,R_OCfWIabnVmBgC41,EN,1,41,30,1,4,7,1,4,2,4,2,3,3,4,3,3,1,4,2,3,4,3,2,4,2,1,NA,1,NA,NA,NA,NA,1,3,3,3,2,3,1,2,5,2,1,1,1,2,2,2,1,2,10,10,10,NA
2018-07-31 00:57:06,2018-07-31 01:03:03,0,100,357,1,2018-07-31 01:03:04,R_3knaLfNTWhQJkMf,EN,1,51,43,2,3,3,7,1,5,1,4,4,2,1,1,1,4,4,4,5,5,3,2,2,5,1,1,1,NA,NA,NA,NA,1,5,5,1,1,5,1,1,5,1,1,1,1,5,5,2,2,2,11,11,NA,NA
2018-07-31 00:57:17,2018-07-31 01:03:06,0,100,349,1,2018-07-31 01:03:07,R_0MMK8iVwWsta6bv,EN,1,54,26,2,1,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,5,4,2,4,5,4,5,5,5,4,4,4,3,1,1,1,1,10,10,10,nice
2018-07-31 00:57:52,2018-07-31 01:03:49,0,100,356,1,2018-07-31 01:03:49,R_2YfugOw6mLEKNRH,EN,1,20,65,2,4,10,1,4,2,4,5,4,4,4,4,4,5,1,5,4,4,1,2,1,2,NA,NA,NA,NA,NA,1,NA,1,1,1,4,1,5,1,1,5,1,3,3,3,5,5,4,4,4,11,11,NA,NA
2018-07-31 00:57:56,2018-07-31 01:06:12,0,100,495,1,2018-07-31 01:06:13,R_2Y66l4HZHKizFAB,EN,1,31,23,2,2,3,2,2,4,2,3,3,5,1,1,3,4,1,4,5,5,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,1,5,1,2,5,1,2,2,2,3,3,3,4,5,11,11,NA,NA
2018-07-31 01:04:07,2018-07-31 01:09:22,0,100,315,1,2018-07-31 01:09:24,R_3O1FqRC97sUhqpC,EN,1,54,31,2,2,3,4,3,3,3,3,1,1,1,3,3,1,5,1,4,3,3,4,3,1,NA,1,1,NA,NA,NA,NA,1,3,5,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,10,10,7,NA
2018-07-31 00:59:14,2018-07-31 01:11:27,0,100,733,1,2018-07-31 01:11:28,R_DtRLRpcS4WHaBfb,EN,1,20,39,1,4,2,4,1,4,2,3,2,1,1,1,1,4,1,5,5,5,2,1,1,2,1,1,1,NA,NA,NA,NA,1,4,2,4,2,4,1,2,4,3,1,1,3,5,5,3,3,4,11,11,NA,NA
2018-07-31 01:10:22,2018-07-31 01:14:23,0,100,240,1,2018-07-31 01:14:23,R_2asgU14691Fp1n7,EN,1,54,32,2,6,7,4,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,2,2,10,10,9,NA
2018-07-31 01:05:36,2018-07-31 01:14:47,0,100,550,1,2018-07-31 01:14:48,R_1k0K9y7FLqGdqw4,EN,1,54,28,1,3,5,4,1,5,3,3,3,3,3,2,3,3,2,4,3,4,3,3,4,2,1,1,1,NA,NA,NA,NA,1,4,1,5,1,5,1,1,5,1,3,3,3,3,3,2,3,2,12,12,NA,NA
2018-07-31 01:31:46,2018-07-31 01:34:56,0,100,190,1,2018-07-31 01:34:57,R_247PrOdjzZtT4Ot,EN,1,20,32,2,3,6,5,3,3,3,3,3,3,3,2,2,3,2,3,2,2,3,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,3,1,1,1,5,1,2,4,1,1,1,1,3,3,2,2,3,11,11,NA,NA
2018-07-31 01:34:06,2018-07-31 01:38:00,0,100,233,1,2018-07-31 01:38:00,R_1AdzlTsED0tINyN,EN,1,56,34,2,3,2,3,1,5,1,2,1,1,1,1,1,1,5,2,5,5,3,2,1,2,1,1,1,NA,NA,NA,NA,1,2,4,4,1,5,1,2,5,2,1,1,1,3,2,2,3,2,11,11,NA,Thank you for the survey!
2018-07-31 01:37:31,2018-07-31 01:41:30,0,100,239,1,2018-07-31 01:41:31,R_3Jq4z9ISIiZ0J0E,EN,1,43,30,1,5,8,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,3,2,NA,1,NA,1,NA,1,NA,NA,2,2,3,4,5,4,5,5,4,2,1,2,2,2,3,2,1,10,10,10,good
2018-07-31 01:36:15,2018-07-31 01:42:21,0,100,365,1,2018-07-31 01:42:21,R_shF8HwCkmTU7qcF,EN,1,54,29,1,5,9,6,2,2,4,2,2,1,4,4,4,1,5,2,2,2,4,4,4,2,1,NA,1,NA,NA,NA,NA,1,4,4,4,1,5,1,1,5,1,1,2,1,1,1,1,1,1,11,11,NA,"Very good study to do, looking forward to more."
2018-07-31 01:32:08,2018-07-31 01:43:26,0,100,677,1,2018-07-31 01:43:27,R_2V1MmO4oKLEYCfs,EN,1,43,36,1,2,10,8,5,1,5,5,5,5,5,5,5,3,3,4,5,3,2,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,1,1,5,3,4,2,2,3,3,3,3,3,3,3,3,4,4,11,11,NA,NA
2018-07-31 01:35:14,2018-07-31 01:45:58,0,100,643,1,2018-07-31 01:45:58,R_vdF4EkIM23j4X5f,EN,1,43,35,2,5,0,2,1,5,1,5,4,3,1,1,1,1,5,1,4,5,5,3,2,5,1,1,1,NA,NA,NA,NA,1,5,5,1,1,5,2,1,5,1,2,3,2,2,2,1,1,1,10,11,NA,NA
2018-07-31 01:41:29,2018-07-31 01:46:13,0,100,283,1,2018-07-31 01:46:14,R_3nGy5T29qrkuRff,EN,1,54,33,2,3,0,6,1,4,1,4,2,2,1,1,1,4,2,4,5,5,2,2,2,2,NA,1,NA,NA,NA,NA,NA,1,2,2,3,1,4,1,1,4,1,3,3,3,3,3,2,2,2,10,11,NA,NA
2018-07-31 01:47:49,2018-07-31 01:51:14,0,100,204,1,2018-07-31 01:51:14,R_s4Ne68ikGFWiOd3,EN,1,20,40,2,4,4,2,2,4,2,2,2,2,2,2,2,4,2,4,4,5,2,4,2,4,1,1,NA,NA,NA,NA,NA,1,3,3,4,2,4,2,2,4,3,2,2,1,5,5,3,3,3,11,11,NA,NA
2018-07-31 02:01:49,2018-07-31 02:06:33,0,100,283,1,2018-07-31 02:06:34,R_1pDQAiVAquzFgdJ,EN,1,16,30,1,3,1,3,2,5,2,2,2,2,1,1,2,1,5,2,5,5,2,5,5,5,1,1,1,NA,NA,NA,1,1,3,4,2,1,5,1,1,5,1,1,1,1,3,3,3,3,3,11,11,NA,NA
2018-07-31 02:11:22,2018-07-31 02:15:55,0,100,272,1,2018-07-31 02:15:56,R_yNHkugvMPufJr1L,EN,1,44,57,1,3,8,2,1,5,1,1,1,1,1,1,1,5,1,1,5,5,4,4,4,4,1,NA,1,NA,NA,NA,1,1,2,2,2,1,5,1,1,5,1,2,2,2,2,2,1,1,1,11,11,NA,NA
2018-07-31 02:13:00,2018-07-31 02:24:22,0,100,681,1,2018-07-31 02:24:23,R_2uKE0NW0BxrTDAG,EN,1,54,36,1,3,2,4,2,4,2,2,2,2,1,3,2,2,5,2,5,5,2,5,4,5,1,1,1,NA,NA,NA,NA,1,3,3,3,1,4,1,1,5,1,1,1,2,3,3,1,1,1,11,10,10,NA
2018-07-31 02:16:36,2018-07-31 02:26:41,0,100,604,1,2018-07-31 02:26:42,R_3EpdRqqx7xY0Hrk,EN,1,54,39,1,3,5,7,4,4,3,4,4,3,4,2,3,3,3,4,4,4,3,3,2,3,1,1,1,NA,NA,NA,NA,1,3,3,2,4,4,3,3,2,3,3,3,2,3,4,3,4,3,11,11,NA,NA
2018-07-31 02:15:55,2018-07-31 02:26:42,0,100,647,1,2018-07-31 02:26:43,R_3nezXX2I17Ea5Vj,EN,1,21,27,1,5,0,2,1,5,1,4,3,2,1,1,1,2,4,2,5,5,5,3,2,4,NA,1,NA,1,NA,NA,NA,1,3,5,5,1,5,1,1,5,1,3,3,2,3,3,1,1,1,11,11,NA,Great survey!
2018-07-31 02:23:39,2018-07-31 02:30:47,0,100,428,1,2018-07-31 02:30:48,R_1Kjtr4XgMNhi5B2,EN,1,20,29,2,2,5,2,1,5,1,1,1,1,1,1,1,1,5,2,1,1,5,5,3,5,1,1,1,NA,NA,NA,NA,1,5,5,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,11,11,NA,NA
2018-07-31 02:17:05,2018-07-31 02:36:09,0,100,1143,1,2018-07-31 02:36:10,R_2Cv2gUWvp6ZDxdy,EN,1,46,29,2,4,3,4,1,3,1,2,3,1,3,1,1,5,2,5,1,4,3,5,2,4,NA,NA,NA,1,1,1,NA,NA,1,3,2,1,3,1,2,5,3,3,3,2,5,2,2,1,3,11,12,NA,no further comments. Thanks!
2018-07-31 02:36:02,2018-07-31 02:40:01,0,100,238,1,2018-07-31 02:40:02,R_9nrhhOxTrxhbEVr,EN,1,36,25,1,5,2,1,3,4,2,2,2,1,1,1,1,2,4,2,4,4,3,3,3,3,1,NA,1,NA,NA,NA,NA,1,3,4,1,1,5,1,1,4,1,1,1,1,2,1,2,2,2,11,11,NA,NA
2018-07-31 02:41:48,2018-07-31 02:45:13,0,100,204,1,2018-07-31 02:45:13,R_3KHmRx0aVhEuMZu,EN,1,57,32,2,4,1,2,1,4,2,2,2,2,2,1,2,3,2,2,5,4,5,4,3,2,NA,1,1,NA,NA,NA,1,1,2,3,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,11,11,NA,NA
